	sub_rate	variable	value	set
10866	0.15	553	0.8352	"MinTEs RTs on
the test set"
10867	0.25	553	0.8095	"MinTEs RTs on
the test set"
10868	0.5	553	0.8448	"MinTEs RTs on
the test set"
10869	0.75	553	0.8282	"MinTEs RTs on
the test set"
10870	1	553	0.8086	"MinTEs RTs on
the test set"
10871	Dynamic SR	554	0.8304	"MinTEs RTs on
the test set"
10872	0.05	554	0.8503	"MinTEs RTs on
the test set"
10873	0.15	554	0.822	"MinTEs RTs on
the test set"
10874	0.25	554	0.8655	"MinTEs RTs on
the test set"
10875	0.5	554	0.8212	"MinTEs RTs on
the test set"
10876	0.75	554	0.8144	"MinTEs RTs on
the test set"
10877	1	554	0.8151	"MinTEs RTs on
the test set"
10878	Dynamic SR	555	0.8496	"MinTEs RTs on
the test set"
10879	0.05	555	0.8288	"MinTEs RTs on
the test set"
10880	0.15	555	0.7983	"MinTEs RTs on
the test set"
10881	0.25	555	0.8206	"MinTEs RTs on
the test set"
10882	0.5	555	0.8003	"MinTEs RTs on
the test set"
10883	0.75	555	0.8332	"MinTEs RTs on
the test set"
10884	1	555	0.8007	"MinTEs RTs on
the test set"
10885	Dynamic SR	556	0.8375	"MinTEs RTs on
the test set"
10886	0.05	556	0.8123	"MinTEs RTs on
the test set"
10887	0.15	556	0.8057	"MinTEs RTs on
the test set"
10888	0.25	556	0.8301	"MinTEs RTs on
the test set"
10889	0.5	556	0.8544	"MinTEs RTs on
the test set"
10890	0.75	556	0.8153	"MinTEs RTs on
the test set"
10891	1	556	0.822	"MinTEs RTs on
the test set"
10892	Dynamic SR	557	0.8303	"MinTEs RTs on
the test set"
10893	0.05	557	0.7996	"MinTEs RTs on
the test set"
10894	0.15	557	0.8317	"MinTEs RTs on
the test set"
10895	0.25	557	0.842	"MinTEs RTs on
the test set"
10896	0.5	557	0.8047	"MinTEs RTs on
the test set"
10897	0.75	557	0.8154	"MinTEs RTs on
the test set"
10898	1	557	0.805	"MinTEs RTs on
the test set"
10899	Dynamic SR	558	0.8674	"MinTEs RTs on
the test set"
10900	0.05	558	0.7945	"MinTEs RTs on
the test set"
10901	0.15	558	0.8368	"MinTEs RTs on
the test set"
10902	0.25	558	0.7988	"MinTEs RTs on
the test set"
10903	0.5	558	0.8247	"MinTEs RTs on
the test set"
10904	0.75	558	0.804	"MinTEs RTs on
the test set"
10905	1	558	0.8347	"MinTEs RTs on
the test set"
10906	Dynamic SR	559	0.8737	"MinTEs RTs on
the test set"
10907	0.05	559	0.8194	"MinTEs RTs on
the test set"
10908	0.15	559	0.8304	"MinTEs RTs on
the test set"
10909	0.25	559	0.8442	"MinTEs RTs on
the test set"
10910	0.5	559	0.8423	"MinTEs RTs on
the test set"
10911	0.75	559	0.8721	"MinTEs RTs on
the test set"
10912	1	559	0.8496	"MinTEs RTs on
the test set"
10913	Dynamic SR	560	0.8634	"MinTEs RTs on
the test set"
10914	0.05	560	0.8488	"MinTEs RTs on
the test set"
10915	0.15	560	0.8071	"MinTEs RTs on
the test set"
10916	0.25	560	0.8359	"MinTEs RTs on
the test set"
10917	0.5	560	0.8035	"MinTEs RTs on
the test set"
10918	0.75	560	0.7817	"MinTEs RTs on
the test set"
10919	1	560	0.82	"MinTEs RTs on
the test set"
10920	Dynamic SR	561	0.8334	"MinTEs RTs on
the test set"
10921	0.05	561	0.796	"MinTEs RTs on
the test set"
10922	0.15	561	0.8214	"MinTEs RTs on
the test set"
10923	0.25	561	0.8257	"MinTEs RTs on
the test set"
10924	0.5	561	0.7874	"MinTEs RTs on
the test set"
10925	0.75	561	0.8062	"MinTEs RTs on
the test set"
10926	1	561	0.8369	"MinTEs RTs on
the test set"
10927	Dynamic SR	562	0.8366	"MinTEs RTs on
the test set"
10928	0.05	562	0.7882	"MinTEs RTs on
the test set"
10929	0.15	562	0.8427	"MinTEs RTs on
the test set"
10930	0.25	562	0.8546	"MinTEs RTs on
the test set"
10931	0.5	562	0.8267	"MinTEs RTs on
the test set"
10932	0.75	562	0.8327	"MinTEs RTs on
the test set"
10933	1	562	0.8288	"MinTEs RTs on
the test set"
10934	Dynamic SR	563	0.8308	"MinTEs RTs on
the test set"
10935	0.05	563	0.8273	"MinTEs RTs on
the test set"
10936	0.15	563	0.7962	"MinTEs RTs on
the test set"
10937	0.25	563	0.8337	"MinTEs RTs on
the test set"
10938	0.5	563	0.8057	"MinTEs RTs on
the test set"
10939	0.75	563	0.8103	"MinTEs RTs on
the test set"
10940	1	563	0.7915	"MinTEs RTs on
the test set"
10941	Dynamic SR	564	0.8171	"MinTEs RTs on
the test set"
10942	0.05	564	0.8413	"MinTEs RTs on
the test set"
10943	0.15	564	0.8533	"MinTEs RTs on
the test set"
10944	0.25	564	0.8377	"MinTEs RTs on
the test set"
10945	0.5	564	0.8392	"MinTEs RTs on
the test set"
10946	0.75	564	0.8208	"MinTEs RTs on
the test set"
10947	1	564	0.8271	"MinTEs RTs on
the test set"
10948	Dynamic SR	565	0.8315	"MinTEs RTs on
the test set"
10949	0.05	565	0.8311	"MinTEs RTs on
the test set"
10950	0.15	565	0.818	"MinTEs RTs on
the test set"
10951	0.25	565	0.8568	"MinTEs RTs on
the test set"
10952	0.5	565	0.8526	"MinTEs RTs on
the test set"
10953	0.75	565	0.8551	"MinTEs RTs on
the test set"
10954	1	565	0.8182	"MinTEs RTs on
the test set"
10955	Dynamic SR	566	0.8278	"MinTEs RTs on
the test set"
10956	0.05	566	0.8355	"MinTEs RTs on
the test set"
10957	0.15	566	0.8328	"MinTEs RTs on
the test set"
10958	0.25	566	0.8285	"MinTEs RTs on
the test set"
10959	0.5	566	0.8285	"MinTEs RTs on
the test set"
10960	0.75	566	0.8285	"MinTEs RTs on
the test set"
10961	1	566	0.8285	"MinTEs RTs on
the test set"
10962	Dynamic SR	567	0.8542	"MinTEs RTs on
the test set"
10963	0.05	567	0.8448	"MinTEs RTs on
the test set"
10964	0.15	567	0.8324	"MinTEs RTs on
the test set"
10965	0.25	567	0.8155	"MinTEs RTs on
the test set"
10966	0.5	567	0.8466	"MinTEs RTs on
the test set"
10967	0.75	567	0.8225	"MinTEs RTs on
the test set"
10968	1	567	0.824	"MinTEs RTs on
the test set"
10969	Dynamic SR	568	0.8296	"MinTEs RTs on
the test set"
10970	0.05	568	0.854	"MinTEs RTs on
the test set"
10971	0.15	568	0.7842	"MinTEs RTs on
the test set"
10972	0.25	568	0.796	"MinTEs RTs on
the test set"
10973	0.5	568	0.8354	"MinTEs RTs on
the test set"
10974	0.75	568	0.8176	"MinTEs RTs on
the test set"
10975	1	568	0.83	"MinTEs RTs on
the test set"
10976	Dynamic SR	569	0.827	"MinTEs RTs on
the test set"
10977	0.05	569	0.7641	"MinTEs RTs on
the test set"
10978	0.15	569	0.8122	"MinTEs RTs on
the test set"
10979	0.25	569	0.8318	"MinTEs RTs on
the test set"
10980	0.5	569	0.8106	"MinTEs RTs on
the test set"
10981	0.75	569	0.8087	"MinTEs RTs on
the test set"
10982	1	569	0.7994	"MinTEs RTs on
the test set"
10983	Dynamic SR	570	0.8494	"MinTEs RTs on
the test set"
10984	0.05	570	0.8299	"MinTEs RTs on
the test set"
10985	0.15	570	0.8438	"MinTEs RTs on
the test set"
10986	0.25	570	0.8286	"MinTEs RTs on
the test set"
10987	0.5	570	0.8103	"MinTEs RTs on
the test set"
10988	0.75	570	0.8164	"MinTEs RTs on
the test set"
10989	1	570	0.8215	"MinTEs RTs on
the test set"
10990	Dynamic SR	571	0.8207	"MinTEs RTs on
the test set"
10991	0.05	571	0.8328	"MinTEs RTs on
the test set"
10992	0.15	571	0.835	"MinTEs RTs on
the test set"
10993	0.25	571	0.8475	"MinTEs RTs on
the test set"
10994	0.5	571	0.8516	"MinTEs RTs on
the test set"
10995	0.75	571	0.812	"MinTEs RTs on
the test set"
10996	1	571	0.7895	"MinTEs RTs on
the test set"
10997	Dynamic SR	572	0.846	"MinTEs RTs on
the test set"
10998	0.05	572	0.8324	"MinTEs RTs on
the test set"
10999	0.15	572	0.8219	"MinTEs RTs on
the test set"
11000	0.25	572	0.8357	"MinTEs RTs on
the test set"
11001	0.5	572	0.8205	"MinTEs RTs on
the test set"
11002	0.75	572	0.7835	"MinTEs RTs on
the test set"
11003	1	572	0.8574	"MinTEs RTs on
the test set"
11004	Dynamic SR	573	0.8609	"MinTEs RTs on
the test set"
11005	0.05	573	0.8311	"MinTEs RTs on
the test set"
11006	0.15	573	0.8376	"MinTEs RTs on
the test set"
11007	0.25	573	0.8032	"MinTEs RTs on
the test set"
11008	0.5	573	0.8264	"MinTEs RTs on
the test set"
11009	0.75	573	0.8537	"MinTEs RTs on
the test set"
11010	1	573	0.8378	"MinTEs RTs on
the test set"
11011	Dynamic SR	574	0.8459	"MinTEs RTs on
the test set"
11012	0.05	574	0.8376	"MinTEs RTs on
the test set"
11013	0.15	574	0.8382	"MinTEs RTs on
the test set"
11014	0.25	574	0.785	"MinTEs RTs on
the test set"
11015	0.5	574	0.8084	"MinTEs RTs on
the test set"
11016	0.75	574	0.8489	"MinTEs RTs on
the test set"
11017	1	574	0.771	"MinTEs RTs on
the test set"
11018	Dynamic SR	575	0.8341	"MinTEs RTs on
the test set"
11019	0.05	575	0.819	"MinTEs RTs on
the test set"
11020	0.15	575	0.8189	"MinTEs RTs on
the test set"
11021	0.25	575	0.8189	"MinTEs RTs on
the test set"
11022	0.5	575	0.8189	"MinTEs RTs on
the test set"
11023	0.75	575	0.8189	"MinTEs RTs on
the test set"
11024	1	575	0.8189	"MinTEs RTs on
the test set"
11025	Dynamic SR	576	0.8501	"MinTEs RTs on
the test set"
11026	0.05	576	0.8104	"MinTEs RTs on
the test set"
11027	0.15	576	0.8428	"MinTEs RTs on
the test set"
11028	0.25	576	0.8487	"MinTEs RTs on
the test set"
11029	0.5	576	0.8269	"MinTEs RTs on
the test set"
11030	0.75	576	0.7944	"MinTEs RTs on
the test set"
11031	1	576	0.8079	"MinTEs RTs on
the test set"
11032	Dynamic SR	577	0.8542	"MinTEs RTs on
the test set"
11033	0.05	577	0.7916	"MinTEs RTs on
the test set"
11034	0.15	577	0.8094	"MinTEs RTs on
the test set"
11035	0.25	577	0.8074	"MinTEs RTs on
the test set"
11036	0.5	577	0.8144	"MinTEs RTs on
the test set"
11037	0.75	577	0.8243	"MinTEs RTs on
the test set"
11038	1	577	0.7882	"MinTEs RTs on
the test set"
11039	Dynamic SR	578	0.8252	"MinTEs RTs on
the test set"
11040	0.05	578	0.8159	"MinTEs RTs on
the test set"
11041	0.15	578	0.812	"MinTEs RTs on
the test set"
11042	0.25	578	0.7802	"MinTEs RTs on
the test set"
11043	0.5	578	0.8192	"MinTEs RTs on
the test set"
11044	0.75	578	0.8068	"MinTEs RTs on
the test set"
11045	1	578	0.8081	"MinTEs RTs on
the test set"
11046	Dynamic SR	579	0.8208	"MinTEs RTs on
the test set"
11047	0.05	579	0.8174	"MinTEs RTs on
the test set"
11048	0.15	579	0.8288	"MinTEs RTs on
the test set"
11049	0.25	579	0.8415	"MinTEs RTs on
the test set"
11050	0.5	579	0.8236	"MinTEs RTs on
the test set"
11051	0.75	579	0.8352	"MinTEs RTs on
the test set"
11052	1	579	0.7955	"MinTEs RTs on
the test set"
11053	Dynamic SR	580	0.8173	"MinTEs RTs on
the test set"
11054	0.05	580	0.8271	"MinTEs RTs on
the test set"
11055	0.15	580	0.7683	"MinTEs RTs on
the test set"
11056	0.25	580	0.8337	"MinTEs RTs on
the test set"
11057	0.5	580	0.8394	"MinTEs RTs on
the test set"
11058	0.75	580	0.8363	"MinTEs RTs on
the test set"
11059	1	580	0.8362	"MinTEs RTs on
the test set"
11060	Dynamic SR	581	0.8209	"MinTEs RTs on
the test set"
11061	0.05	581	0.8253	"MinTEs RTs on
the test set"
11062	0.15	581	0.8431	"MinTEs RTs on
the test set"
11063	0.25	581	0.8072	"MinTEs RTs on
the test set"
11064	0.5	581	0.7853	"MinTEs RTs on
the test set"
11065	0.75	581	0.8582	"MinTEs RTs on
the test set"
11066	1	581	0.8305	"MinTEs RTs on
the test set"
11067	Dynamic SR	582	0.8611	"MinTEs RTs on
the test set"
11068	0.05	582	0.8541	"MinTEs RTs on
the test set"
11069	0.15	582	0.8273	"MinTEs RTs on
the test set"
11070	0.25	582	0.8496	"MinTEs RTs on
the test set"
11071	0.5	582	0.851	"MinTEs RTs on
the test set"
11072	0.75	582	0.8289	"MinTEs RTs on
the test set"
11073	1	582	0.8707	"MinTEs RTs on
the test set"
11074	Dynamic SR	583	0.846	"MinTEs RTs on
the test set"
11075	0.05	583	0.8495	"MinTEs RTs on
the test set"
11076	0.15	583	0.8134	"MinTEs RTs on
the test set"
11077	0.25	583	0.8179	"MinTEs RTs on
the test set"
11078	0.5	583	0.8259	"MinTEs RTs on
the test set"
11079	0.75	583	0.81	"MinTEs RTs on
the test set"
11080	1	583	0.8355	"MinTEs RTs on
the test set"
11081	Dynamic SR	584	0.8245	"MinTEs RTs on
the test set"
11082	0.05	584	0.8301	"MinTEs RTs on
the test set"
11083	0.15	584	0.8096	"MinTEs RTs on
the test set"
11084	0.25	584	0.8212	"MinTEs RTs on
the test set"
11085	0.5	584	0.829	"MinTEs RTs on
the test set"
11086	0.75	584	0.8364	"MinTEs RTs on
the test set"
11087	1	584	0.8299	"MinTEs RTs on
the test set"
11088	Dynamic SR	585	0.8203	"MinTEs RTs on
the test set"
11089	0.05	585	0.8065	"MinTEs RTs on
the test set"
11090	0.15	585	0.7988	"MinTEs RTs on
the test set"
11091	0.25	585	0.8158	"MinTEs RTs on
the test set"
11092	0.5	585	0.7774	"MinTEs RTs on
the test set"
11093	0.75	585	0.7934	"MinTEs RTs on
the test set"
11094	1	585	0.8155	"MinTEs RTs on
the test set"
11095	Dynamic SR	586	0.8263	"MinTEs RTs on
the test set"
11096	0.05	586	0.7987	"MinTEs RTs on
the test set"
11097	0.15	586	0.7855	"MinTEs RTs on
the test set"
11098	0.25	586	0.7818	"MinTEs RTs on
the test set"
11099	0.5	586	0.8661	"MinTEs RTs on
the test set"
11100	0.75	586	0.7837	"MinTEs RTs on
the test set"
11101	1	586	0.7958	"MinTEs RTs on
the test set"
11102	Dynamic SR	587	0.8093	"MinTEs RTs on
the test set"
11103	0.05	587	0.8317	"MinTEs RTs on
the test set"
11104	0.15	587	0.795	"MinTEs RTs on
the test set"
11105	0.25	587	0.7705	"MinTEs RTs on
the test set"
11106	0.5	587	0.7891	"MinTEs RTs on
the test set"
11107	0.75	587	0.7842	"MinTEs RTs on
the test set"
11108	1	587	0.7675	"MinTEs RTs on
the test set"
11109	Dynamic SR	588	0.853	"MinTEs RTs on
the test set"
11110	0.05	588	0.8584	"MinTEs RTs on
the test set"
11111	0.15	588	0.8454	"MinTEs RTs on
the test set"
11112	0.25	588	0.8289	"MinTEs RTs on
the test set"
11113	0.5	588	0.819	"MinTEs RTs on
the test set"
11114	0.75	588	0.8605	"MinTEs RTs on
the test set"
11115	1	588	0.8153	"MinTEs RTs on
the test set"
11116	Dynamic SR	589	0.8627	"MinTEs RTs on
the test set"
11117	0.05	589	0.8567	"MinTEs RTs on
the test set"
11118	0.15	589	0.828	"MinTEs RTs on
the test set"
11119	0.25	589	0.8142	"MinTEs RTs on
the test set"
11120	0.5	589	0.8024	"MinTEs RTs on
the test set"
11121	0.75	589	0.8242	"MinTEs RTs on
the test set"
11122	1	589	0.8685	"MinTEs RTs on
the test set"
11123	Dynamic SR	590	0.828	"MinTEs RTs on
the test set"
11124	0.05	590	0.8064	"MinTEs RTs on
the test set"
11125	0.15	590	0.814	"MinTEs RTs on
the test set"
11126	0.25	590	0.8007	"MinTEs RTs on
the test set"
11127	0.5	590	0.8302	"MinTEs RTs on
the test set"
11128	0.75	590	0.7838	"MinTEs RTs on
the test set"
11129	1	590	0.8217	"MinTEs RTs on
the test set"
11130	Dynamic SR	591	0.818	"MinTEs RTs on
the test set"
11131	0.05	591	0.8148	"MinTEs RTs on
the test set"
11132	0.15	591	0.8298	"MinTEs RTs on
the test set"
11133	0.25	591	0.8258	"MinTEs RTs on
the test set"
11134	0.5	591	0.8168	"MinTEs RTs on
the test set"
11135	0.75	591	0.8453	"MinTEs RTs on
the test set"
11136	1	591	0.8121	"MinTEs RTs on
the test set"
11137	Dynamic SR	592	0.8264	"MinTEs RTs on
the test set"
11138	0.05	592	0.8162	"MinTEs RTs on
the test set"
11139	0.15	592	0.79	"MinTEs RTs on
the test set"
11140	0.25	592	0.8033	"MinTEs RTs on
the test set"
11141	0.5	592	0.7713	"MinTEs RTs on
the test set"
11142	0.75	592	0.7943	"MinTEs RTs on
the test set"
11143	1	592	0.8082	"MinTEs RTs on
the test set"
11144	Dynamic SR	593	0.8326	"MinTEs RTs on
the test set"
11145	0.05	593	0.8175	"MinTEs RTs on
the test set"
11146	0.15	593	0.8282	"MinTEs RTs on
the test set"
11147	0.25	593	0.8168	"MinTEs RTs on
the test set"
11148	0.5	593	0.7795	"MinTEs RTs on
the test set"
11149	0.75	593	0.8035	"MinTEs RTs on
the test set"
11150	1	593	0.8032	"MinTEs RTs on
the test set"
11151	Dynamic SR	594	0.8206	"MinTEs RTs on
the test set"
11152	0.05	594	0.8148	"MinTEs RTs on
the test set"
11153	0.15	594	0.8284	"MinTEs RTs on
the test set"
11154	0.25	594	0.8286	"MinTEs RTs on
the test set"
11155	0.5	594	0.823	"MinTEs RTs on
the test set"
11156	0.75	594	0.8391	"MinTEs RTs on
the test set"
11157	1	594	0.8344	"MinTEs RTs on
the test set"
11158	Dynamic SR	595	0.8405	"MinTEs RTs on
the test set"
11159	0.05	595	0.8454	"MinTEs RTs on
the test set"
11160	0.15	595	0.818	"MinTEs RTs on
the test set"
11161	0.25	595	0.8185	"MinTEs RTs on
the test set"
11162	0.5	595	0.8297	"MinTEs RTs on
the test set"
11163	0.75	595	0.8385	"MinTEs RTs on
the test set"
11164	1	595	0.8259	"MinTEs RTs on
the test set"
11165	Dynamic SR	596	0.8319	"MinTEs RTs on
the test set"
11166	0.05	596	0.8317	"MinTEs RTs on
the test set"
11167	0.15	596	0.8407	"MinTEs RTs on
the test set"
11168	0.25	596	0.8171	"MinTEs RTs on
the test set"
11169	0.5	596	0.8426	"MinTEs RTs on
the test set"
11170	0.75	596	0.8071	"MinTEs RTs on
the test set"
11171	1	596	0.8081	"MinTEs RTs on
the test set"
11172	Dynamic SR	597	0.8266	"MinTEs RTs on
the test set"
11173	0.05	597	0.8107	"MinTEs RTs on
the test set"
11174	0.15	597	0.8015	"MinTEs RTs on
the test set"
11175	0.25	597	0.8403	"MinTEs RTs on
the test set"
11176	0.5	597	0.8052	"MinTEs RTs on
the test set"
11177	0.75	597	0.8206	"MinTEs RTs on
the test set"
11178	1	597	0.8223	"MinTEs RTs on
the test set"
11179	Dynamic SR	598	0.8531	"MinTEs RTs on
the test set"
11180	0.05	598	0.8367	"MinTEs RTs on
the test set"
11181	0.15	598	0.8438	"MinTEs RTs on
the test set"
11182	0.25	598	0.8049	"MinTEs RTs on
the test set"
11183	0.5	598	0.8129	"MinTEs RTs on
the test set"
11184	0.75	598	0.8209	"MinTEs RTs on
the test set"
11185	1	598	0.83	"MinTEs RTs on
the test set"
11186	Dynamic SR	599	0.8367	"MinTEs RTs on
the test set"
11187	0.05	599	0.8452	"MinTEs RTs on
the test set"
11188	0.15	599	0.8574	"MinTEs RTs on
the test set"
11189	0.25	599	0.8312	"MinTEs RTs on
the test set"
11190	0.5	599	0.8057	"MinTEs RTs on
the test set"
11191	0.75	599	0.8541	"MinTEs RTs on
the test set"
11192	1	599	0.8238	"MinTEs RTs on
the test set"
11193	Dynamic SR	600	0.829	"MinTEs RTs on
the test set"
11194	0.05	600	0.7854	"MinTEs RTs on
the test set"
11195	0.15	600	0.8014	"MinTEs RTs on
the test set"
11196	0.25	600	0.8318	"MinTEs RTs on
the test set"
11197	0.5	600	0.8272	"MinTEs RTs on
the test set"
11198	0.75	600	0.8183	"MinTEs RTs on
the test set"
11199	1	600	0.7889	"MinTEs RTs on
the test set"
11200	Dynamic SR	601	0.8353	"MinTEs RTs on
the test set"
11201	0.05	601	0.8288	"MinTEs RTs on
the test set"
11202	0.15	601	0.8294	"MinTEs RTs on
the test set"
11203	0.25	601	0.82	"MinTEs RTs on
the test set"
11204	0.5	601	0.8356	"MinTEs RTs on
the test set"
11205	0.75	601	0.8188	"MinTEs RTs on
the test set"
11206	1	601	0.8275	"MinTEs RTs on
the test set"
11207	Dynamic SR	602	0.8242	"MinTEs RTs on
the test set"
11208	0.05	602	0.8186	"MinTEs RTs on
the test set"
11209	0.15	602	0.8015	"MinTEs RTs on
the test set"
11210	0.25	602	0.8149	"MinTEs RTs on
the test set"
11211	0.5	602	0.8254	"MinTEs RTs on
the test set"
11212	0.75	602	0.7617	"MinTEs RTs on
the test set"
11213	1	602	0.783	"MinTEs RTs on
the test set"
11214	Dynamic SR	603	0.8605	"MinTEs RTs on
the test set"
11215	0.05	603	0.8235	"MinTEs RTs on
the test set"
11216	0.15	603	0.8346	"MinTEs RTs on
the test set"
11217	0.25	603	0.8142	"MinTEs RTs on
the test set"
11218	0.5	603	0.8134	"MinTEs RTs on
the test set"
11219	0.75	603	0.7967	"MinTEs RTs on
the test set"
11220	1	603	0.8594	"MinTEs RTs on
the test set"
11221	Dynamic SR	604	0.8427	"MinTEs RTs on
the test set"
11222	0.05	604	0.8256	"MinTEs RTs on
the test set"
11223	0.15	604	0.8084	"MinTEs RTs on
the test set"
11224	0.25	604	0.8188	"MinTEs RTs on
the test set"
11225	0.5	604	0.8221	"MinTEs RTs on
the test set"
11226	0.75	604	0.7703	"MinTEs RTs on
the test set"
11227	1	604	0.8291	"MinTEs RTs on
the test set"
11228	Dynamic SR	605	0.8245	"MinTEs RTs on
the test set"
11229	0.05	605	0.7937	"MinTEs RTs on
the test set"
11230	0.15	605	0.8061	"MinTEs RTs on
the test set"
11231	0.25	605	0.8288	"MinTEs RTs on
the test set"
11232	0.5	605	0.8039	"MinTEs RTs on
the test set"
11233	0.75	605	0.7971	"MinTEs RTs on
the test set"
11234	1	605	0.8016	"MinTEs RTs on
the test set"
11235	Dynamic SR	606	0.8304	"MinTEs RTs on
the test set"
11236	0.05	606	0.8263	"MinTEs RTs on
the test set"
11237	0.15	606	0.8439	"MinTEs RTs on
the test set"
11238	0.25	606	0.7985	"MinTEs RTs on
the test set"
11239	0.5	606	0.8106	"MinTEs RTs on
the test set"
11240	0.75	606	0.8163	"MinTEs RTs on
the test set"
11241	1	606	0.8138	"MinTEs RTs on
the test set"
11242	Dynamic SR	607	0.81	"MinTEs RTs on
the test set"
11243	0.05	607	0.8078	"MinTEs RTs on
the test set"
11244	0.15	607	0.7991	"MinTEs RTs on
the test set"
11245	0.25	607	0.8434	"MinTEs RTs on
the test set"
11246	0.5	607	0.7931	"MinTEs RTs on
the test set"
11247	0.75	607	0.7814	"MinTEs RTs on
the test set"
11248	1	607	0.8203	"MinTEs RTs on
the test set"
11249	Dynamic SR	608	0.8506	"MinTEs RTs on
the test set"
11250	0.05	608	0.858	"MinTEs RTs on
the test set"
11251	0.15	608	0.8229	"MinTEs RTs on
the test set"
11252	0.25	608	0.8071	"MinTEs RTs on
the test set"
11253	0.5	608	0.8202	"MinTEs RTs on
the test set"
11254	0.75	608	0.8177	"MinTEs RTs on
the test set"
11255	1	608	0.8243	"MinTEs RTs on
the test set"
11256	Dynamic SR	609	0.8218	"MinTEs RTs on
the test set"
11257	0.05	609	0.7828	"MinTEs RTs on
the test set"
11258	0.15	609	0.8312	"MinTEs RTs on
the test set"
11259	0.25	609	0.8194	"MinTEs RTs on
the test set"
11260	0.5	609	0.8087	"MinTEs RTs on
the test set"
11261	0.75	609	0.8479	"MinTEs RTs on
the test set"
11262	1	609	0.7992	"MinTEs RTs on
the test set"
11263	Dynamic SR	610	0.8642	"MinTEs RTs on
the test set"
11264	0.05	610	0.8499	"MinTEs RTs on
the test set"
11265	0.15	610	0.8226	"MinTEs RTs on
the test set"
11266	0.25	610	0.8365	"MinTEs RTs on
the test set"
11267	0.5	610	0.8355	"MinTEs RTs on
the test set"
11268	0.75	610	0.8154	"MinTEs RTs on
the test set"
11269	1	610	0.8746	"MinTEs RTs on
the test set"
11270	Dynamic SR	611	0.8503	"MinTEs RTs on
the test set"
11271	0.05	611	0.8153	"MinTEs RTs on
the test set"
11272	0.15	611	0.8157	"MinTEs RTs on
the test set"
11273	0.25	611	0.8008	"MinTEs RTs on
the test set"
11274	0.5	611	0.7945	"MinTEs RTs on
the test set"
11275	0.75	611	0.8085	"MinTEs RTs on
the test set"
11276	1	611	0.8154	"MinTEs RTs on
the test set"
11277	Dynamic SR	612	0.7945	"MinTEs RTs on
the test set"
11278	0.05	612	0.8169	"MinTEs RTs on
the test set"
11279	0.15	612	0.8264	"MinTEs RTs on
the test set"
11280	0.25	612	0.8152	"MinTEs RTs on
the test set"
11281	0.5	612	0.8159	"MinTEs RTs on
the test set"
11282	0.75	612	0.797	"MinTEs RTs on
the test set"
